Title	Link	Creator	Transcript	Status
Can you stick to this simple new year resolution? | Dr Pal	https://www.youtube.com/watch?v=ndrIEyuvq3s	Dr Pal	instead of signing for gym membership and wasting it after seven days of your own individual resolution I propose a family New Year resolution that you all can take together I you stick to it and not write the resolution on a paper and stick that to a wall we all know that after Sunset insulin puts up a book do not eat and disturb but we don belly fat is putting up a bore fat under construction so to protect our insulin as a family we are making a resolution that any party get together or an even that we are going to host it is going to be a lunch get together and not at dinner time even if you plan for a dinner party dinner will be served first as soon as the guests come but we will make sure that we stand at the exit sign so that we can collect the gifts before they leave this is a simple resolution that we can adopt as a community and not individually because there are lots of saravana kumars around us who are very motivated on their new resolution which is to break our resolution I wish you a very happy New Year	Success
Food cravings - Solution ? | Dr Pal	https://www.youtube.com/watch?v=6AWu1MRPysk	Dr Pal	all right guys I real life example you know I thought I had a very good morning I woke up at 6am I worked out I did my strength training and I come to work and I see this so addicting croissants and you know I not sure whether you guys have had this this is absolutely addicting because it just melts in your mouth and look at this this is just coated with sugar and donut and look at this chocolate hazelnut wafer and eggnog Wafers and we have the Christmas candy so you have two options either you can exercise all your willpower and then say no to all these Foods or you could say that you know what I just absolutely love croissant I you weekend coming up you need to make sure that you adjust your other meals accordingly as well so that is where we always miss be careful	Success
Is EGG YOLK Harmful? | Dr Pal	https://www.youtube.com/watch?v=EXbfWgvGVuk	Dr Pal	eggs are an excellent source of 6 grams of quality protein but people were avoiding eggs because of the news that egg yolk your cholesterol is not good for good for a rumor about eggyo came first three large studies involving 178 000 people found out that one egg yolk a day did not increase the risk of heart attack or death when you serve egg to my friends he pulls out the egg yolk right away as if he has pulled out a bomb trigger this little one egg yolk is not going to trigger the big time bomb in your belly on an average most of us will be able to handle one egg yolk a day without any problems but the problem is how these eggs are made have you seen people making egg burji huh first they put a dollop of butter and then two tablespoons of oil and then cheese on top of it if we make burji like this hen will be heated with so much anger that the eggs that are coming out would be boiled already and hen will be asking us now how will they make boruji huh	Success
My son is teaching me MODERATION! | Dr Pal	https://www.youtube.com/watch?v=vY8_2HAMkLI	Dr Pal		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vY8_2HAMkLI! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The BIG problem with boxed fruit juices !! | Dr Pal	https://www.youtube.com/watch?v=T26ZzrgM7kU	Dr Pal	the American Heart Association is recommending that children more than two years of age and women should not get more than 25 grams of added sugar per day which corresponds to 6 teaspoons of sugar per day this small packet of fruity juice contains 27 grams of added sugar let me show you how much is that a total of whopping six and a half teaspoons of sugar corresponding to 27 grams of sugars in the small packet this is not only for Fruity it boxed fruit juices please go for fresh fruit with no sugar sugar from fresh fruit will not impact your insulin that much I wonder the mango that Lord Ganesha fought for might not be the real fruit and just a fruit concentrate and now I know why he has a big belly thank you total sugar 27 good for the Bedford and uh	Success
Food INSIDE hospital - Hypocrisy? | Dr Pal	https://www.youtube.com/watch?v=kXjm2YH_Yuw	Dr Pal	I just drove to a nearby hospital for Endoscopy case and you are not going to believe what you is the soda vending machine right at the center of the hospital this is how silent these company manufacturers have actually slowly crept into our life the irony is this is in the center of the hospital this is like a thief staying in a policeman rent if this continues the discussion between doctor and the nurse would be like what happened to the Fanta patient he special what how about the coke patient he is an ICU right you get admitted in the hospital get cured and on your way out drink soda from the hospital vending machine and then come right back I am not afraid of anything I am here to reveal the truth if you want to reach me my name is Dr saravana Kumar lives near cone or mess madurai India	Success
Why Vitamin D is important ? | How to get Vitamin D? | Dr Pal	https://www.youtube.com/watch?v=jrFBb65ADoM	Dr Pal	insulin be our best friend as well insulin needs a pathway to get into the cells so that it can push the calves from the blood into the cells so we don vitamin D increases the number of insulin Pathways so that insulin can get into the cell more easily vitamin D is a friend who acts as a helper in a friend sometimes he becomes the husband you should get 600 units of vitamin D3 every day if you include fish if you are a vegetarian please include mushrooms make sure that they are exposed to UV light my wife asked me how much room should I make to include vitamin D in the diet I said as mushroom as possible everything you can also get reasonable amount of vitamin D by exposing your arms face backs and legs to sunlight without sunscreen for 30 minutes twice a day my friends arunakumar was lying in the living room just with his shots and watching sun TV I said day with a vitamin D right the vitamin D E M and K	Success
The most underrated tip for weight loss | Dr Pal	https://www.youtube.com/watch?v=JVTUbNuLv5Y	Dr Pal	you can lose weight it might not be your fault at all it might be the people surrounding you some people push you forward some people pull you backward you are the average of five people that you spend most time with they determine 95 of your outcome success or failure most of us end up spending most of our time with our spouse so I told my wife that if we fast together we don to cook dinner at all she said it better if we order from swiggy we don have to cook at all during matchmaking there should be a criteria that accept only if your spouse has the habit of fasting instead of cast matrimonial sites I recommend fast matrimony sites please pause for a moment and write down the five names in your circle in the comment section my friend saravana Kumar wrote first his wife second Dr pal third on in the Bhavan server both karikarabai and fifth KFC Colonel Tata I said I cut your friendship five years ago why my name he was like your videos are my side dish when I night	Success
Why 10k steps per day is not for everyone ? | HIIT training | Dr Pal	https://www.youtube.com/watch?v=V-vlFQ0IL9M	Dr Pal	ten thousand steps each day will burn around 500 calories per day if you do that for seven days it will burn around 3500 calories for the whole week this is true only if your steps are brisk my friends arunakumar walk so slow as if he is doing a rope walking show only our patients will be burnt not the calories the problem is time it takes approximately 1.5 hours to complete this 10 000 steps and many people cannot accommodate this in their busy schedule on a day-to-day practice time is not a problem for my friends because he ties his Apple watch to his son who football an alternative option is a short boost of high intensity interval training this involves alternating between few minutes of high intensity movements to increase the heart rate followed by few minutes of low intensity movements 30 minutes of hit burns the same amount of calories of walking 1.5 hours of 10 000 steps my friends prays that he will climb 10 000 steps to see God if his cholesterol level reduces he kadav	Success
Private video	https://www.youtube.com/watch?v=rJwnJqakqIg	Dr Pal		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=rJwnJqakqIg! This is most likely caused by:

The video is unplayable for the following reason: This video is private

Additional Details:
 - If the owner of this video has granted you access, please 
 - sign in
 - .

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Can you change your dinner time ? | Dr Pal	https://www.youtube.com/watch?v=pBovfiRyJd0	Dr Pal	so guys we came in for a local get together remember we talked about the new resolution of having early dinner and wrapping her before like 8 PM so that you know you that guys don late night dinner I example so this is something called modagam This is sweet paneer this is salt paneer this is punggol two kinds of fungal this is one with more ghee and this is one with healthy Pongal Italy you have vadai you have another vadai you have another Italy you have a lot of sound bars you have all the chutneys but the key thing is look at that everybody has started eating and the time is only 7 30. the dinner is usually around like 9 30 10 o this is a significant improvement from our community so you can do this in your community as well please share this as a rain with me bye	Success
All things you should know about FASTING | Live in person event @Milwaukee | 12 Feb @ 12.30 pm	https://www.youtube.com/watch?v=MST8FJmxjMw	Dr Pal	I coming in person to Milwaukee Wisconsin to discuss about intermittent fasting techniques with you we are going to talk about six pillars of intermittent fasting when I was obese my only pillar of support was the bonda shop near Ashok pillar bus stand in Chennai we are going to discuss tips and tricks of intermittent fasting techniques so that you can pick and choose what will work for you based on your environment this is a fundraiser program for our non-profit organization called Vanna Malaga Foundation registered here in U.S collaborating with aishwaryam trust in India we support children with cerebral palsy and provide 50 patients for free medical care including food and shelter 24 7 in a small Nursing Home in madurai this event is in English and is planned on February 12th Sunday at lunchtime at Taj Palace Milwaukee this event is organized by my friend raghunathan rajagopal in a wealth management advisor in Northwestern Mutual he speak at dinner time only then many people will join I said after 6 PM I developed food blindness this is my secret sauce for my wealth management if you are in and around Milwaukee I would love to see you all February 12th Sunday afternoon see you soon	Success
Private video	https://www.youtube.com/watch?v=nnP59xBZQDA	Dr Pal		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=nnP59xBZQDA! This is most likely caused by:

The video is unplayable for the following reason: This video is private

Additional Details:
 - If the owner of this video has granted you access, please 
 - sign in
 - .

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The ÂHEALTHYÂ snack that I got | Dr Pal	https://www.youtube.com/watch?v=bPRlTPTgEF8	Dr Pal	so I have been telling people not to eat Oreo biscuits right look what these guys gave me right so I was shooting this video that don shooting me and telling me that Dr pal is eating Oreo biscuit look at him	Success
Can you lower blood sugar while sitting ? | Soleus push-ups | Dr Pal	https://www.youtube.com/watch?v=N3coEI7_K1s	Dr Pal	our body stores excess glucose as glycogen inside the muscle cells when we exercise muscle uses this glycogen first for its energy and once it gets empty it takes glucose from the blood for its energy thereby decreasing the blood glucose levels and that helps in reducing diabetes but a study shows that if you do push-ups of your lower leg muscle called Soleus it extracts the blood glucose directly rather than the stored muscle glycogen thereby decreasing the blood glucose as close to 50 percent the exercise is called Soleus pushers this was done continuously in the study for three to four hours at a time for at least 50 times per minute without stopping for more than 4 minutes at a time my friend Sarah nokuma does solely as push-ups while drinking chicken soup and lies down as if he is Lord Vishnu asking his mother to press his leg this is called Chicken Soup for the Soul people who do desk job should work out or at least do the Soleus chips if they don their blood might become what actor Vijay says bloody sweet	Success
Why is your GUT called the second brain? | Dr Pal	https://www.youtube.com/watch?v=nqUU7DrOpfw	Dr Pal	our gut is called the second brain it contains both good and bad bacteria controlling the signals in our first brain influencing our food cravings gut bacteria is like a DJ the first brain dances to the tunes of the second brain but when bad bacteria is the DJ if the first brain asks for Katy Perry the second brain would play both people with obesity have more bad bacteria in their intestine and they can pass on to the next Generation there should be a matrimonial site called guts.com where the math should be based on the number of good bacteria And the tagline should be marry me if you have guts we need good bacteria to control our cravings and suppress our appetite fruits vegetables and fermented rice will do the job by increasing the good bacteria and decreasing the bad bacteria we think by tapping our first brain but my friend saravana Kumar thinks by tapping his second brain he eats whenever he thinks and he thinks all the time though his first brain has medulla oblongata his second brain is Philadelphia masala omeleta	Success
Are NUTS good for you ? | Dr Pal	https://www.youtube.com/watch?v=Vz_LOqMusm0	Dr Pal	or nuts good for you nuts are loaded with good stuff but have a small problem the fiber content promote good bacteria in the gut which controls our brain signals to decrease the appetite good gut bacteria is very important no nuts no guts no glory they provide nitric oxide which expands the blood vessel size thereby strengthening the blood supply to the heart if our blood vessels or the roots nuts help in expansion of them so that we don pistachios are very rich in omega-3 fatty acids which is very good for your heart in Tamil if somebody is showing an attitude we call them that problem is the quantity some patients tell me that I follow your advice very strictly only 10 nuts per day but the problem is their count is different 10 for cashews 10 for walnuts and 10 for pistachios my friends follows this rule very strictly only 10 nuts per day but his favorite nut is donut	Success
A simple way to prevent breast cancer | Dr Pal	https://www.youtube.com/watch?v=cPyTbzV_46E	Dr Pal	breast cancer is the most common cause of cancer in women in India it has reached exponentially in the last decade with the age of onset much earlier than before people think that brain cancer is more common because the most commonly searched term in Google is headache for Google to show breast cancer I guess you should search for love failure a simple x-ray of the breast called mammogram can detect if there is any pre-cancerous relations and if there is one it can be treated very easily at an early stage on This Woman sure that their wife sister and mother get a mammogram when they are between 40 to 45 years of age this can be easily preventable the quote marriage age for girls is 18 was stuck in the auto those days to create awareness and now it could be mammogram age for girls is 40. my friends I don his wife for her mammogram appointment but the entire medical community was shocked when he was standing in line to make an appointment for his dadogram	Success
Why canÂt we stop eating late at night? | Dr Pal	https://www.youtube.com/watch?v=2n0-KKRTpXQ	Dr Pal	are you eating late at night you should stop it right away let me make my case your honor so many restaurants are open at night and every restaurant is full even ghost are hesitant to come out at night due to the crowd goes to a roaming at night because of bad karma but now humans are roaming at night because of good kuruma whenever we eat 10 of our stomach cells are damaged and your body needs at least 12 hours of rest to your stomach to repaint those damage if we eat late at night hormones don the time to repair the dam itself and in the morning the digestive process starts with the dam itself which is the starting process of belly fat my hometown madurai is called Sleepless City because food is being served everywhere at night including temples but seeing the Obesity rates even madurai Meenakshi Amman will come down and close the temple gates for prasadam at night restaurants will not change we need to change my friends doesn late night anymore because he himself has started a new restaurant the name of the restaurant is midnight tummies	Success
Doctor vs patient - ChatGPT atrocities | Dr Pal	https://www.youtube.com/watch?v=PJpIDUOLri4	Dr Pal	I thought I from Dr Google now it is Dr chat GPT one patient is telling me I have abdominal pain I searched Google it says stomach cancer I talked to chat GPT it says liver cancer what cancer do I have we don letters is two decades of life is gone I was talking to a patient about heart disease and heart surgeries he religiously took notes and once I he copied and pasted the notes in charge GPT and is asking chat apt whether this doctor is Right chat gpdc is a complete check with an another doctor and he asking for none of the doctor recommendation to me itself apparently Chan GPT cleared 50 of the medical licensing exams my friends are saying you are not going to have a job you better start dance reels on Instagram if chat GPD is asked to perform open heart surgery it will perform 50 of the surgery and will ask us to come back once the amp is updated instead of all these chat GPT just have a casual chat with your doctor one of my patient is asking me can we have tea and chat just before the surgery well not that casual then it will be chai GPT	Success
Oreo can be as addictive as cocaine? | Dr Pal	https://www.youtube.com/watch?v=e7U7PQRUd8E	Dr Pal	Oreo Cookie Addiction can be worse than cocaine addiction let me explain my case your honor when people take cocaine or any other drugs the pressure center and the Brain called nucleus accumbas gets activated and that addicted to it the same effort can be seen with Oreo cookies as well the next season of Breaking Bad they breaking the Oreo biscuits this is literally Breaking Bad in a small Mouse study the team trained the mouse to navigate the maze on one side of the mace Oreo cookies were provided on the other side of the Maize plain rice cakes we provide rats found a way through the Maze and spend more time on the Oreo side of the maze interestingly when this Oreo was replaced by cocaine or any other addictive substance the mice kept on choosing this side more than the other side they also found that rats broke open the Oreo biscuit and licked the creamy portion first if someone drinks alcohol in the day we call them alcoholic if somebody licks Oreo in the day we should call them over you like	Success
