Title	Link	Creator	Transcript	Status
YouÂll want to wash your hands after this video (With @FootDocDana)	https://www.youtube.com/watch?v=_oC-zR7y0z4	Doctor Myro	this hand looks clean to the naked eye but is it let look at all that stuff that is nasty this is probably just some dirt particles a little tiny stray here here but it there can be over 3 000 different types of germs on this hand so what you got to do you gotta wash your hands hand hygiene is super important it can help reduce up to 50 of preventable infection yeah	Success
Doctor Reacts: seizure in public?	https://www.youtube.com/watch?v=Lop8JjoztC4	Doctor Myro	[Music] if somebody onto the ground pat their head with something soft and turn them onto the [Music] side	Success
Why I couldnÂt work in the ER #doctors #shorts and thank you to all that could!!!	https://www.youtube.com/watch?v=itBYENSIIQE	Doctor Myro	oh	Success
Doctor Reacts: lint rolling a sunburn?!	https://www.youtube.com/watch?v=Dab7N81L7cU	Doctor Myro	Li roller on sunburn oh my goodness so these flakes is dead skin the UV radiation from the Sun basically breaks up the DNA in the skin the cells die so these are the flakes are dead but they life healthy tissue that and by tearing them you tear and you kill the healthy cells and that can lead to more pain scarring infection	Success
Doctor Explains: colonoscopy	https://www.youtube.com/watch?v=pGl-G-xN3_Q	Doctor Myro	a colonoscopy or a camera up your blank is a number one way of preventing colon cancer it for anybody over age of 45 we look for any abnormalities in your colon such as polyps or growths that can be removed before they become this obstructing cancer	Success
Ozempic and Viagra?! - what do they have in common?	https://www.youtube.com/watch?v=38_04_Mjv3A	Doctor Myro	ozampic and Viagra what do they have in common I doctor and I in Rogaine into the mix as well you know the medicine used to treat hair loss so Rogaine was developed in 1960s to treat high blood pressure but in research studies they noticed that all the Bold guys weren side effect they were growing hair and Viagra followed a very similar path it was also used to treat high blood pressure and in clinical trials they noticed that the men were awfully happy huh and the wives were even happier something was up and now it treat erectile dysfunction and ozempic followed exactly the same path it was a diabetic drug being studied for diabetes and they noticed that people were losing a ton of weight it was a desirable side effect	Success
Doctor Reacts: amazing medical technology!	https://www.youtube.com/watch?v=5TDCaij8a0k	Doctor Myro	when I say technology is both a blessing and a curse this is the blessing [Music] part wow that for him takes a lot of dedication and hard work [Music] but that right there it	Success
Doctor Reacts: spinal removal	https://www.youtube.com/watch?v=7Vg2l7EDBSo	Doctor Myro	this is a removal of temporary leads for a spinal cord stimulator system now this device sends electrical impulses directly into the spine and is used to control pain now unfortunately it doesn implanting the whole system underneath your skin we implant the electrodes only and use an external system to test to see if it works and if it does then we implant a device and if it doesn take them out	Success
Doctor Reacts: EpiPen fail	https://www.youtube.com/watch?v=Ib6q-Em1wdY	Doctor Myro	the girl on the right is having a severe allergic reaction let friend can save her life with an EpiPen that one did not fire let again it that one went into her own finger and now she has to go to the hospital too because the epinephrine in the EpiPen when given to somebody who an allergic reaction can be extremely dangerous it increase your blood pressure it can lead to stroke heart arhythmia remember with the EpiPen the needle is in the orange and so blue to the sky orange to the thigh otherwise you patients instead of one	Success
Why mosquitoes HATE body hair	https://www.youtube.com/watch?v=O-iA3B6bs0U	Doctor Myro	why do humans have body hair insulation sensation protection look at this mosquito and by the way only female mosquitoes bite the male ones just collect sap for flowers now do you think this female has any chance whatsoever	Success
Doctor Reacts: popping a cyst	https://www.youtube.com/watch?v=xHYWMISYkcg	Doctor Myro		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=xHYWMISYkcg! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

There are two things you can do to work around this:
1. Use proxies to hide your IP address, as explained in the \"Working around IP bans\" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).
2. (NOT RECOMMENDED) If you authenticate your requests using cookies, you will be able to continue doing requests for a while. However, YouTube will eventually permanently ban the account that you have used to authenticate with! So only do this if you don't mind your account being banned!

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor Reacts: allergic to shellfish?!	https://www.youtube.com/watch?v=TeODXZCJRsI	Doctor Myro	EpiPen 15 years of being deathly allergic you cck it with your mouth don [Music] yeah so anaphylactic reaction is when your throat starts to close you can breathe and an EpiPen will save your life you have to stab it in your thigh right and that way but also it wears off is it all you so you might need more than one don mess with this I mean forget the $800 time three down the drain that life maybe what they is that they went through a desensitization protocol yeah there is a way to make their allergies better and the way that works is you progressively increase the amount of allergen you get in your system but this is done under a supervision of a doctor sometimes in the hospital	Success
Chocolate Lowers the Risk of High Blood Pressure and Stroke?!	https://www.youtube.com/watch?v=PNP8OkXQ5Wc	Doctor Myro	[Music] oh my poor lady please have that chocolate this study of 19,000 patients shows that those with the highest chocolate intakes actually had the lowest risk of high blood pressure they had less heart attacks less Strokes it good news all around when was the last time lettuce could do that huh mm-m I don	Success
Doctor Reacts: birthing demonstration	https://www.youtube.com/watch?v=IcZel5xUOJ0	Doctor Myro		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=IcZel5xUOJ0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

There are two things you can do to work around this:
1. Use proxies to hide your IP address, as explained in the \"Working around IP bans\" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).
2. (NOT RECOMMENDED) If you authenticate your requests using cookies, you will be able to continue doing requests for a while. However, YouTube will eventually permanently ban the account that you have used to authenticate with! So only do this if you don't mind your account being banned!

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor Reacts: this replaces a heart?!	https://www.youtube.com/watch?v=NIixdM2dHsE	Doctor Myro	[Music] wow this is Berlin heart it pneumatically pumps blood for your heart when your heart is too weak that means with alternating air pressure these valves close and open and pump blood for you it function is so low you cannot survive without it it with lots of potential complications and it but when one is not possible it is definitive therapy	Success
Why surgery is more intense than you think	https://www.youtube.com/watch?v=xracE6HSLi0	Doctor Myro	fun fact anesthesia doesn numb you or like help with the pain it just puts you to sleep so your body is still feeling pain so that true under deep anesthesia your brain is off and if we were to put EEG sensors on your brain we would see flat activity meaning no activity like a dead person there your body will react to surgery it might even move during surgery this is why we often have to give you a paralytic medication but even if paralyzed your body will produce epinephrine cortisol and other stress hormones that will cause your blood pressure to go Skyhigh and stress your heart now this is something your anesthesiologist or anesthesist can control through different medications but surgery is stressful on the heart so if you have heart problems you have to let your doctor know and if you might have heart problems you want to investigate those well before surgery you do not want to have a heart attack and surgery that happens	Success
Iodine deficiency can cause this - Doctor Reacts	https://www.youtube.com/watch?v=ExI9Yxc2088	Doctor Myro	that in his neck is a goiter and it most likely due to iodine deficiency thyroid gland needs iodine to produce its hormones when there is no iodine it will enlarge so it can capture every bit of iodine that it can	Success
Undercooked meat can give you THIS?!	https://www.youtube.com/watch?v=4EPa3HHe6Ss	Doctor Myro	Are you still eating your steak kind of rare? This is a scar from an infection called taxoplasmosis. It is thought that 40% of the US is currently infected and you get this from eating undercooked meat. Thankfully, eye complications are rare.	Success
This is how hand transplants work	https://www.youtube.com/watch?v=5EsuFlMg9Q8	Doctor Myro	hand transplant how do we do it first we connect the two bones the radius and the UT with plates and screws then we connect your blood vessels your arteries and veins using microvascular technique after the blood is flowing through your arm we individually repair the muscles and tendons one by one this surgery is incredibly complex and can last up to 24 hours and don reattach all of the nerves and even though we reattach the nerves the nerve function can take months to years to come back a lot of physical therapy is expected after the operation but some movement in the fingers is possible immediately after surgery wow amazing	Success
Doctor Reacts: weeding out medical students	https://www.youtube.com/watch?v=SJ48KkxvTYU	Doctor Myro	traumatizing premedical students this is the real weed out course for [Music] Premed I actually had a couple of my classmates back in anatomy class pass out and I remember at the time we we left at them one is now a leading opgyn the other student that we laughed at is now a cardio IC surgeon transplanting human hearts so when you have this reaction to blood and gore and whatever just remember it makes you human we want humans in medicine	Success
You wonÂt believe what she said ??	https://www.youtube.com/watch?v=h-GnhMR5Ino	Doctor Myro	I just super dadded my pants so she just coming out of anesthesia which takes about 24 hours to wear off what shood I sh my pants I think gross you don on	Success
Why does food get stuck in your chest?	https://www.youtube.com/watch?v=_kf9WbOZgd4	Doctor Myro	do you feel like food is getting stuck in your chest well it might be this is a condition called acalasia and not that many people know about it it happens when this fter at the end of your food pipe your esophagus doesn allowing the food to enter your stomach food just hangs out in the esophagus so if you have that sensation combined with heartburn that doesn medications time to see a doctor	Success
Hilarious anesthesia reaction	https://www.youtube.com/watch?v=T1XXHUoSkpM	Doctor Myro	This is an awesome anesthesia reaction. Then three, do I have three eyes? Hey, doctor. Jordan. Doctor. Jordan, stop yelling. Calm down. Jordan, calm down. Hey, doctor. My mom trying to tell me to calm down. Jordan. Doctor, you have two eyes. Do I have three eyes? You have two. Cuz I see three things. Doctor, you have two eyes. Do I have three eyes? Two eyes. What? You believe her? No, she I don you. Who am I supposed to believe then? I remember everything. You remember everything? That I thought that the CIA I was running for the CIA and the CIA is going to try to try to stop me from taking over the whole world. Gian Barcelon.	Success
Why EpiPens are so expensive	https://www.youtube.com/watch?v=XQv7glXhs-s	Doctor Myro	AP iens expire every year this is what $200 looks like and worth every single penny actually epip pens are $700 now that crazy for a couple different reasons first this is an epinephrine vial from my anesthesia cart and it costs $2 same medication as the EpiPen and then they make epipens expire every single year so that forces you to go and buy another one meanwhile here says actually epipens are good for 2 and 1/2 years after the expiration	Success
Doctor Reacts: heart transplant survivor	https://www.youtube.com/watch?v=l-0HCQrhwnA	Doctor Myro	a heart transplant is reserved for the sickest patients he just had one and that not everybody will make it but this is him 2 weeks later leaving the hospital what a miracle [Music] get I love that nice	Success
WhatÂs in her eye?!	https://www.youtube.com/watch?v=SNnEdJQDmu4	Doctor Myro	So that injecting. It activates fibroblast and increases formation of collagen and elastin. And it sure looks crazy, but caroxy therapy is gaining a lot of attention in dermatology. and is generally considered	Success
NEVER do this in the car!	https://www.youtube.com/watch?v=2WbHi5zBs9g	Doctor Myro	and this is why you should never put your feet on the dashboard look at the right femur it from the acetabulum and protrudes through the thigh muscle the left femur is completely broken in half look the airbags deploy through the dashboard at 200 100 mph imagine getting the knee to the face at that speed and the woman in the X-ray actually made it miraculously	Success
Why you should NEVER use a massage gun on your neck!	https://www.youtube.com/watch?v=qQc2et1YdUs	Doctor Myro	and I just got out of the doctor office and my doctor was like don dare ever use a massage gun on your neck you can use on your shoulder you can use it on your back other body parts but never use it on on your neck she said that she had a patient recently who was using it on her neck she would have a lot of pain from carrying her baby and you kateed here you but what it can do if you use it on your neck is it can actually stop the blood flow from going to your brain and her patient was having Strokes I honestly don because it is absolutely 100% true look at all the blood vessels in your neck around this area	Success
Why anesthesia is a bigger deal than you think!	https://www.youtube.com/watch?v=K5WtGxCB-hU	Doctor Myro	fun fact anesthesia doesn numb you or like help with the pain it just puts you to sleep so your body is still feeling pain so that true under deep anesthesia your brain is off and if we were to put EEG sensors on your brain we would see flat activity meaning no activity like a dead person there your body will react to surgery it might even move during surgery this is why we often have to give you a paralytic medication but even if paralyzed your body will produce epinephrine cortisol and other stress hormones that will cause your blood pressure to go Skyhigh and stress your heart now this is something your anesthesiologist or an esist can control through different medications but surgery is stressful on the heart so if you have heart problems you have to let your doctor know and if you might have heart problems you want to investigate those well before surgery you do not want to have a heart attack and surgery that happens	Success
That last hospital door before vacation #doctor #shorts	https://www.youtube.com/watch?v=ZR0o4UVRQuk	Doctor Myro		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=ZR0o4UVRQuk! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Hydrogen peroxide for wounds?	https://www.youtube.com/watch?v=DuVM3kvl46M	Doctor Myro	I know your grandma told you to do this didn Generations as an antiseptic of choice but here oxidizing agent which means it takes away electrons from anything that it sees including cell walls of any cells it comes in contact with and when it takes those electrons that cell goes kaput so it goes Rambo on the germs but it also damages your own tissues and for that reason is no longer recommended because of detrimental effect on wound healing	Success
He helped her walk at 104 years old!!	https://www.youtube.com/watch?v=2ubmWLQxpMg	Doctor Myro	this is so amazing this physical therapist had one goal to make this bedbound 104 year-old lady stand day in day out he trained her he assisted her he built up that strength when one day look at her go look at her go one day she did it all on her own how amazing is that now Look at Her Go [Music] okay so this might be a different 104 yearold lady I don still stands physical therapy exercise you can do amazing things and it everybody at any age [Music]	Success
How do C-Sections REALLY work?	https://www.youtube.com/watch?v=TYdhFTVp6BA	Doctor Myro	guys a C-section is definitely a real surgery let look at all the layers we have to go through the skin obviously yes the fascia we cut that the muscles you have to separate those to two sides and then the perum yes you cut that too and yes there segment we have to divide that then there that once we dissection we have to bluntly move things around which means the bladder yes there instrument that pushes it down so we don through the uter and the baby and then we have to birth the baby through the small incision we made so yes we push the baby out for you lots of pressure all the way up into your chest to push the baby out one shoulder at a time and once the baby congratulations but there to do placenta has to come out then we have to close the uterus this is a lot of layers you have to make sure there no bleeding that the uterus tone is good and then you put the uterus back inside of the abdomen and you have to close each layer one at a time it surgery	Success
Top 3 most stressed Doctors - by an Anesthesiologist	https://www.youtube.com/watch?v=dq0RR6ZMd10	Doctor Myro	so who are the most stressed out doctors in the hospital I certified anesthesiologist and anesthesiologist work with pretty much everybody that does procedures in the hospital so everybody number one cardiothoracic surgeons they take care of the sickest patients in the hospital there working through the night their patients are literally almost dying number two this is surprising plastic surgeons I really not quite sure why they so stressed out but they are and their patients have extremely high expectations and number three pediatric surgeons so surgeons that work on children I mean imagine a neonate tiny baby everything literally no room for air it stresses me out just thinking about it	Success
399 year old woman?!	https://www.youtube.com/watch?v=z08MgS-P46U	Doctor Myro	399 year old woman it old man Buddhist monk who lives in Thailand and the oldest woman is Kane 120 years old	Success
Doctor Reacts: CRAZY tongue ability	https://www.youtube.com/watch?v=FQRQq7xwtP8	Doctor Myro	and this is called kakari mudra have you know this is a yoga practice that involves putting your tongue all the way up into your nose it spiritual energy and improve overall wellbeing	Success
How laser eye surgery REALLY works	https://www.youtube.com/watch?v=H9MJe3-RR4w	Doctor Myro	so how does lasic eye surgery work first numbing eye drops so you don then we take off the top layer or the scare out after that a laser goes in and beams the cornea which changes the way the light gets inside of your eye then we replace the cleara in a couple weeks it all heals up	Success
How to chop onions without crying!	https://www.youtube.com/watch?v=qMLJS-GOdtQ	Doctor Myro	Have you ever heard someone say that the reason chopping onions makes you cry is because the onions are cleaning your eye? Well, that an onion, it creates a gas called sin propane s oxide. Now, this gas when it comes in contact with the moisture in your eye forms sulfuric acid, a strong irritant. Yeah, the same stuff as your drain cleaner, just yet. A lot less strong. So, what you could do is take a wet paper towel, put it next to the onion, and that of this gas before it gets to your eye. Or you could just do this. That is always an option. [Music]	Success
When you fall asleep first at the sleepover	https://www.youtube.com/watch?v=PRaqrXUvBmc	Doctor Myro	if your bone breaks and completely shatters how we fix it might surprise you first we give you the anesthesia you breathing tube and paralyzed the incision is then made and then we saw above and below and completely remove the bone that was there we then drill a hole below and above the side of fracture after that an intr medular metal rod goes through the bone it is fixated in place by several screws several more holes are drilled and a wire is placed through them and then an external fixation is placed a pulley system is then created with the external fixation and when the rods are turned it will pull on the string which will then separate the bone and move it along the intram nail this aligns the bone and allows for multiple SES of simultaneous healing still lots of rehab will be required [Music]	Success
Ovulation increases testosterone?!	https://www.youtube.com/watch?v=jwmYHwlhLEs	Doctor Myro	I just found out that the most prominent hormone when you testosterone so when you emotional on your period you literally acting like a man makes sense that are your hormone levels by cycle right here is testosterone and as you can see highest level is right here day 14 or your ovulation and do you know what the primary hormone is for driving female desire it the reason why around day 14 of your OV you feel on	Success
What REALLY happens in a CT scan	https://www.youtube.com/watch?v=OZ4CtschmB4	Doctor Myro		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=OZ4CtschmB4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

There are two things you can do to work around this:
1. Use proxies to hide your IP address, as explained in the \"Working around IP bans\" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).
2. (NOT RECOMMENDED) If you authenticate your requests using cookies, you will be able to continue doing requests for a while. However, YouTube will eventually permanently ban the account that you have used to authenticate with! So only do this if you don't mind your account being banned!

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
We Doctors care about you, even with our own expense	https://www.youtube.com/watch?v=YGgrNnjWGZU	Doctor Myro	for all you guys that think healthcare workers don [Music] she	Success
YouÂll never bite your nails again after seeing this!	https://www.youtube.com/watch?v=9DVaj78_C2E	Doctor Myro	are you still biting your nails let [Music] underneath we got a slide and it the microscope wow no oh come on	Success
Doctor Reacts: EXTREME cyst treatment	https://www.youtube.com/watch?v=KbquMqPupnc	Doctor Myro	Oh, come on. An axe? Really? So, that is a ganglen cyst. It is a cyst filled with fluid. You can rupture it. You can burst it like this, but it right back. You should get surgery instead.	Success
When the needle goes in but doesnÂt come out ??	https://www.youtube.com/watch?v=GTv7TFw99Eo	Doctor Myro	when the needle goes in but doesn [Music] out so I realized the Optics of this probably aren we it on the plunger the needle automatically retracts it	Success
Are enemas good for your health? Doctor Explains	https://www.youtube.com/watch?v=I0jNPVp1SDY	Doctor Myro	if this is an anema incorrectly administered it can cause damage to the rectum the colon cause B perforation and electroid abnormalities it can change your microbiome which can take two to four weeks to recover	Success
Doctor Reacts: unexpected child birth	https://www.youtube.com/watch?v=kMJ1UMmAQZI	Doctor Myro	[Music] that hey giving birth standing up is actually not a bad idea the gravity helps it coming he coming he [Laughter] [Applause] God we love you Carolyn	Success
YouÂll NEVER want this to happen	https://www.youtube.com/watch?v=80-P_SnBtEU	Doctor Myro	this is the most common way to tear your Achilles tendon watch this o explosive movements put a lot of pressure on the tendon that not going to be able to walk on your tippy toes probably will need surgery rehab can be up to 12 months long and it	Success
Seen a tire bubble before? It can unalive you	https://www.youtube.com/watch?v=AGty9qKLnbQ	Doctor Myro		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=AGty9qKLnbQ! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

There are two things you can do to work around this:
1. Use proxies to hide your IP address, as explained in the \"Working around IP bans\" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).
2. (NOT RECOMMENDED) If you authenticate your requests using cookies, you will be able to continue doing requests for a while. However, YouTube will eventually permanently ban the account that you have used to authenticate with! So only do this if you don't mind your account being banned!

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor Explains: how to insert a catheter	https://www.youtube.com/watch?v=j1Bbsn0QDAc	Doctor Myro	so your male friend needs a catheter well let me help you with that first you need water for the balloon you catheter of course gloves sterile gauze and saline and of course a urine bag the first thing you going to clean and drape and you will clean really well because you don no infection then insert anesthetic gel if you catheter and I mean slowly keep inserting until you have the flow of urine the tip of the catheter will sit in the bladder you will then fill a catheter balloon which will be in the bladder and prevent the catheter from sliding out do not pull on that that it you later	Success
Should you REALLY be inhaling helium?	https://www.youtube.com/watch?v=xeiv7Il7k8s	Doctor Myro	oh [Music] no no so the first few times you inhale helium yeah sure it realize that the helium inside of the balloon is excellent at displacing oxygen and with no oxygen in your lungs no oxygen in your brain	Success
