Title	Link	Creator	Transcript	Status
Doctor reacts: born with 12 toes?	https://www.youtube.com/watch?v=z_VWdZBhYyA	FootDocDana	this person has polya also known as an extra toe now you could either leave it as is or if it bothers you you could have surgical removal	Success
Doctor explains: fear of swallowing?	https://www.youtube.com/watch?v=U8rnvvAD7XQ	FootDocDana	phagophobia is the rare condition where you pills usually because of the fear of choking people can become really malnourished from this usually treatment is cognitive behavioral therapy but a lot more needs to be known about this condition	Success
This is more dangerous than it looks	https://www.youtube.com/watch?v=lolbVgZ8MZw	FootDocDana	last week I added this huge rpce and ordered thanks for the idea I want to like this I really do but if these knives if these knives get knocked down they and you may end up needing surgery to reattach some tendons I wouldn recommend it	Success
Doctor reacts: removing an ingrown nail	https://www.youtube.com/watch?v=NmxenLvux2M	FootDocDana	[Music] please do not dig out your own ingrown Nails especially not without gloves using some random tool you found in the garage and if you look closely here that little Spike means this has been done before this person needs to go to a podiatrist for a permanent solution	Success
How to remove a stuck ring	https://www.youtube.com/watch?v=ZPsUPBgLGNg	FootDocDana	second attempt at getting my wedding ring off my swollen pregnant hand your finger might become swollen for a few reasons like in this case pregnancy or it could happen after an injury so pay attention to this trying the tooth floss trick okay good so what she wrapping floss through the ring and then she finger so she can use the floss to try to pull the ring off I would recommend before this however to put the hand in ice and hold it above your head to help with the swelling also try using a lubricant like Windex	Success
A satisfying removal (extreme trypophobia!)	https://www.youtube.com/watch?v=kV7_1q9W5UA	FootDocDana	this is another case of severe plantar warts now these Mosaic warts can be treated a lot of different ways and it looks like right here they applied some sort of acid to all the wart areas and then over time it breaks down the skin to hopefully get rid of the wart now warts are caused by the human papiloma virus HPV virus which can be found on the ground in public places for example public pool or public showers so that to wear flipflops keep yourself protected	Success
Deleted video	https://www.youtube.com/watch?v=2Q35b6r0AQU	FootDocDana		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=2Q35b6r0AQU! This is most likely caused by:

The video is unplayable for the following reason: This video has been removed by the uploader

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Fake nails gone wrong	https://www.youtube.com/watch?v=95393iYNh0E	FootDocDana	let in today [Music]	Success
Doctor reacts: popping her heel?!	https://www.youtube.com/watch?v=1CzgCnnp3OQ	FootDocDana	this is a friction blister and it caused by wearing shoes that don well and this one really recommend you don instead just keep it covered and let it pop on its own because that top layer of skin is protecting the skin that forming underneath but if you do take it off cover the area with a hydrocolloid bandage and what is up with that shirt	Success
Doctor reacts: bizarre pedicure	https://www.youtube.com/watch?v=JUwphXiC5qw	FootDocDana	let in today	Success
Doctor reacts: toenail removal	https://www.youtube.com/watch?v=eBWlBR9naDs	FootDocDana	you guys tagged me in another nail video so it react this is honestly pretty satisfying to watch the nail is lifted up probably from some sort of trauma and so now we have to cut it back I love that these people are wearing gloves and hopefully they taking good care of this [Music] nail sometimes people get freaked out if the nail gets cut back this much but let me just say if it skin it infection can easily just Brew underneath it so it back it will take a few months for this nail to grow back out but it will look pretty good [Music]	Success
Would you eat this cheese?	https://www.youtube.com/watch?v=FCKx2wJY6fw	FootDocDana	so I up I bought some cheddar with the best intentions and then I forgot about her it happens to the best of us and I forgive myself but what we cuz we don wrongdoings we chef cut mold off of cheese and still eat it yes and no mold is like an iceberg where there top but deeper is more mold high that you can me start with this if you have a hard cheese like cheddar you can cut out at least 1 in around and below the moldy spot to remove the mold the rest of the cheese should be safe to eat because the mold doesn dense cheeses however what particularly bad about this video is you cannot cut off all this mold because it is way too big look when your knife goes through the cheese it mold so you entire side of your cheese block also for softer cheeses such as Brie or cottage cheese if you see mold there no telling how deep it really penetrates	Success
When eggs become deadly ??	https://www.youtube.com/watch?v=AnkDIouYjt0	FootDocDana	[Music] do not eat that egg the bacteria salmona is the reason that you to eat raw eggs common symptoms of salv vanilla infection include fever diarrhea vomiting abdominal cramps and can even lead to sepsis and in severe cases death another possible bacteria in eggs is pomonis obviously eating undercooked eggs is a but also dishes like homemade mayonnaise hollay sauce Caesar salad dressing and cookie dough are all sources of raw eggs as well however another possibility is this is just a blood spot these spots occur when A Hen formation of an egg while blood spots may be unappealing the egg is still edible I still wouldn this egg though	Success
Do you have a rare foot?	https://www.youtube.com/watch?v=zniObci2ezE	FootDocDana	did you know there are five major foot shapes although the names are a little bit misleading because it has nothing to do with Egyptian Roman Heritage Etc the Celtic is least common less than 1% of people have it	Success
Why wearing jewelry is DANGEROUS in surgery	https://www.youtube.com/watch?v=apNSROMfcfo	FootDocDana	remember when I say I don jewelry off unless I I to take your jewelry off before surgery the main reason is electroc codery this is very often used in surgery to control bleeding or to cut through tissue jewelry can conduct electricity and create an unintended path for current to exit the body if you jewelry implants or piercings there small chance that you could actually get burned at the side of the metal because of the conduction also if the patient has a lot of swelling after surgery jewelry could risk cutting off circulation to the fingers or arm wherever the jewelry is lastly It always important to prevent infection so if jewelry is anywhere near the surgical site you don bacteria	Success
AMAZING: elephant walks again with prosthetic leg!	https://www.youtube.com/watch?v=zTIdSCjocNs	FootDocDana	this is mosha she Thailand who sadly lost her leg to a landmine when she was a baby she could have had severe health issues and imbalance this could have been a fatal wound without intervention despite all odd she the past 10 years with a prosthetic limb these are custom fit complicated devices that allow the user to continue walking without a leg and since it a new one had to be made nine times over the past 10 years as the elephant grew and changed I love seeing the video of her walking now amazing	Success
The forbidden amputation	https://www.youtube.com/watch?v=dC-Bp9ynsb0	FootDocDana	[Music] okay first thing you need to do is take a clean cloth and tightly wrap it around to stop the bleeding also keep it elevated next wrap the amputated finger in a clean damp cloth or sterile gauze put the wrapped finger in a plastic bag to protect it from contamination next place the finger in another bag filled with ice or cold water to keep it cool then go immediately to the hospital sometimes fingers can be re attached up to 24 hours after being chopped off good luck	Success
Why doctors let you do this after surgery	https://www.youtube.com/watch?v=GFEWkHe3byM	FootDocDana	I was going to go to class before I got high come on y have Che this is called an incentive spherometer here after you get anesthesia for surgery your lungs get lazy and they could partially collapse this is called atelectasis and could predispose you to some horrible pneumonia this device helps people take slow long and deep breaths to increase lung inflation and prevent that	Success
Doctor reacts: high heels on the stairs?	https://www.youtube.com/watch?v=kgm_sf0xioM	FootDocDana	let in [Music] today impressive	Success
Never fall for this trick!	https://www.youtube.com/watch?v=8DBlz6s08Do	FootDocDana	we asked a gardener to try the foot cracker this doesn probably about to add a weird cracking sound to the video oh my God yeah	Success
Doctor reacts: transparent eyelids?!	https://www.youtube.com/watch?v=kJ5GmQLcEKs	FootDocDana	I just saw a video of a girl finding out that her eyelids are transparent and I like really pale so I want to see if mine are too are they I lit I can can transparent than others and get this there through your eyelid can suppress melatonin making it harder to fall asleep so if you have trouble falling asleep consider trying an eye mask it might help	Success
Could this cure ingrown toenails?!	https://www.youtube.com/watch?v=Z2F9fIRf3A0	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Z2F9fIRf3A0! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Having asthma is a choice?	https://www.youtube.com/watch?v=T5MQacYByp8	FootDocDana	now I together right now it was my decision to get clean I did it for me admittedly I probably did it suimin I don works	Success
Why THIS is extremely dangerous	https://www.youtube.com/watch?v=_z6oyQvayAQ	FootDocDana	[Music] this is an alligator snapping turtle these little dudes have a bite force of up to 1,000 lb per square in yes this can break bone and no those gloves will not protect you from losing a finger unfortunately you should either find a safer way to move him or leave him alone	Success
How to never lose your smile	https://www.youtube.com/watch?v=R5dqUoAAdFQ	FootDocDana	all right I but let like they surgery on the sides of the mouth there oh I think it permanent smile I surgeons on this app have to say about this	Success
Do you have this rare foot type?	https://www.youtube.com/watch?v=zDn_PmLCQAY	FootDocDana	having a long second toe is called a Morton means your foot is rare only 10% of the population has a Morton	Success
What happens when a bee stings	https://www.youtube.com/watch?v=-0qNLPCtTC4	FootDocDana	did you know that when a honeybee stings a human it actually gets stuck for a while and it can its stinger is barbed which means that when it goes into the skin it can easily be pulled back out but once the bee finally pulls away its insides get ripped out because the Stinger stays in the skin this results in the bee losing its internal organs and it dies	Success
Doctor reacts: worlds sweatiest hands	https://www.youtube.com/watch?v=q8G9ocQaii0	FootDocDana	this video shows a closeup of hyperhydrosis which is overactive sweat glands particularly on the palms of the hands and the soles of the feet some treatments for this include medicated wipes or anti-perspirant or even more invasive things such as Botox injections wow [Music]	Success
Doctor reacts: treating pain with pain?	https://www.youtube.com/watch?v=lvMX1OBbR_U	FootDocDana	[Music] this might work because of the gate theory of pain basically it that the sharp pain from the branches serves as a distraction Shifting the focus away from this brain dle leading to a temporary reduction in pain perception I don be able to handle this though	Success
How NOT to remove an ingrown toenail	https://www.youtube.com/watch?v=lv6zTgyOCn4	FootDocDana	it video and starting off strong they once again have this tool that looks like a screwdriver and they with their nail I really don doing this yourself you could easily cut yourself give yourself an infection could get ugly really fast the only good thing I can say so far is they wearing gloves so that [Music] nice okay just hacking away at it and this side is a little bit Green Tinted I almost wonder if it infection although I think it might just be green from all the dirt that underneath the nail look guys if you have very mild ingrown nails like this you want to cut the nail straight across so that it doesn your toe don	Success
You wonÂt believe whatÂs on his leg!	https://www.youtube.com/watch?v=qxiSYxzZeSE	FootDocDana	I tagged me in this video asking what it is and you might be wondering is it a parasite is it a bunch of bugs some sort of skin condition well let me tell you these are definitely just beans	Success
THIS is why you need new shoes	https://www.youtube.com/watch?v=fr5TpKUCmk8	FootDocDana	I need to be harassed into buying new work Sho like why are my shoes italicized like what the we both know you need new shoes by the way did you know one way to tell your foot type is looking at how your shoes wear out let me show you if you over pronate and have a flat foot the wear pattern will look like this where it wears out on the inside of the shoe and if you have a high arch it like over there and wear out on the outside of the shoe you can use this information to find the best shoe for your type but seriously you need new shoes	Success
Why THIS is too dangerous for your kids	https://www.youtube.com/watch?v=26OpRiGeeAg	FootDocDana	I saw this message and I was like are you serious so now we ride down slides with our kids or play at the park with our kids yes because kids often break their leg from sliding down a slide while they lap here gets stuck on the slide while the big adult body continues moving forward this can cause the leg to twist in a very unnatural way causing fractures or sprains so if you your kid anyway do not have their legs dangling out to the side where it could easily be caught by the slide instead hold them up and out so that it doesn get caught an even better option is to wait until they on their own so cute	Success
Deleted video	https://www.youtube.com/watch?v=8A5Wi91UjwU	FootDocDana		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=8A5Wi91UjwU! This is most likely caused by:

The video is unplayable for the following reason: This video is no longer available due to a copyright claim by BVIRAL

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor reacts: rare toe condition	https://www.youtube.com/watch?v=CseX45Vme78	FootDocDana	about 1 in 2,000 people are born with syndactyly AKA a web toe you could get it surgically corrected but then you miss out on a really fun tto	Success
The hidden truth about ballerina feet	https://www.youtube.com/watch?v=-qQfga_7r08	FootDocDana	[Music] okay so this is a look inside of a point shoe ballerinas are amazing just look at that and unfortunately ballerinas have a lot of foot problems because they have to put their foot in an unnatural position for extended periods of time while they dancing it takes quite a toll on the feet	Success
Doctor reacts: AMAZING foot painting	https://www.youtube.com/watch?v=ySVmqCnQNkk	FootDocDana	this is a cool drawing of a foot from the inside out she drawing the bones ligaments and muscles this is super well done there in the foot and it about 29 muscles and it was honestly expertly drawn such a cool video	Success
Doctor reacts: foot peeling masks	https://www.youtube.com/watch?v=7V3cG804Q4w	FootDocDana	wait until he finds out it peeling mask in a week oh man those videos of people peeling off their skin with a foot mask always go really viral I don mask is any better than say a nice Ura cream I feel like it than anything	Success
BalenciagaÂs cybertruck shoes?!	https://www.youtube.com/watch?v=DEBOZglbi8s	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=DEBOZglbi8s! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Removing your ingrown nails be like	https://www.youtube.com/watch?v=rg8E78BfrZo	FootDocDana	I am I am a surgeon I am a surgeon oh my goodness I love this meme but I know there surgeons out there and if you have a recurrent ingrown nail you don deal with it go to a podiatrist and they can do a permanent procedure so it doesn	Success
Doctor reacts: injured on the job	https://www.youtube.com/watch?v=_bSKTJ8nlzU	FootDocDana	when a mechanic gets an injury solvent this heals it [Music] well sure solvent might help kill bacteria but you know what else it kills your healthy cells making it harder to heal wounds and did you know that similarly hydrogen peroxide is not recommended to use on wounds because it hurts the healthy cells as well as the bacteria so if you ever have a cut a wound the best thing to use is usually just plain soap and water	Success
This was hard to watch	https://www.youtube.com/watch?v=WIZ6x-cVTEY	FootDocDana	okay this looks like a pressure point board yeah I mean it pressure points in your feet that connect to your brain and lungs and whatnot what is he doing that looks so painful and I don really think there to it there is a benefit to his pocket though when he sells these	Success
Why declawing a cat is BRUTAL @zackdfilms	https://www.youtube.com/watch?v=EVudorxz1dY	FootDocDana	this animation shows how declawing a cat is actually way more invasive than you might think it cutting off all of your toes basically they go in and sever the ligaments and the tendons to completely remove the distal failinks and the claws and yes this can be very painful and uncomfortable for the cat after this they may even have mobility and balance issues and other long-term Health consequences this is why you do not want to get your cat declawed so sad	Success
LetÂs see if he bleeds	https://www.youtube.com/watch?v=IY5bBjLYCHc	FootDocDana	let pressure point videos I don they popular oh H what what was that okay watching again I see he swear people come up with anything to sell these random products	Success
Doctor reacts: spider in her ear?!	https://www.youtube.com/watch?v=P_TFvQtA8qw	FootDocDana	okay the caption here said my mom felt something moving in her ear now this is a graphic video so if you scroll now I ever like her and you feel an insect in your ear you can try dropping in a few drops of water or mineral oil to get it out yeah it came out I told you what came out it spider oh my it scary what	Success
How doctors treat ingrown nails	https://www.youtube.com/watch?v=GJGImkkIIgE	FootDocDana	it removal animation I do a lot of these so I how it off you clean the area probably with a bit of beta dine and make sure everything you numb the toe so the patient doesn feel any pain and you put on a tourniquet so you can see a lot of the nail is growing into the side of the toe so you want to cut out all of the excess that okay and you see there you just lift it out and twist it importantly you want to make sure you get all the way down to the base of the nail then you put on this chemical so the ingro portion of the nail does not come back and then once the chemical and you are done	Success
WorldÂs smallest toenail	https://www.youtube.com/watch?v=k-QA1HKz6Ik	FootDocDana	I don little tiny pinky toe it either no or a very small pinky toe a lot of people have a really small pinky toenail and some people even have two small pinky toenails on the same toe	Success
Doctor reacts: intense nail removal	https://www.youtube.com/watch?v=W8NkZo2tOg4	FootDocDana	all right it reacted to an ingrown nail removal so let looks pretty inflamed and painful she there oh that looks so painful that looked incredibly painful I would never do that without kn someone tagged me in this video asking if they usually numb it and the answer is yes usually a podiatrist would numb your toe before doing that but this is probably at a nail salon or something like that where they don capability to numb the toe so she just did it fast and you had to deal with it also do you see this little Spike here that means this procedure has been done before and no doubt the ingrown will come back you should see a doctor instead	Success
The VIRAL foot peeling mask	https://www.youtube.com/watch?v=h9vyBzXgf2c	FootDocDana	this video comes with a warning my whole foot falls off okay so this is definitely one of those chemical peels basically you put a chemical on your skin and then a week later the top layer of your skin peels off just like this and people love this I guess they think it like a snake I think it bit gimmicky but it have any sort of medical condition or diabetes if you have diabetes or Poe circulation or a compromised immune system somehow I would not recommend doing this because the chemical could be too strong and you could injure yourself this could lead to a serious infection even losing a toe if you would be fine but I just don this is necessary	Success
How to properly cut your toenails	https://www.youtube.com/watch?v=f6CFFqx-0ho	FootDocDana	do not cut your toenails round or in a V shape instead cut them straight across to prevent ingr	Success
Doctor reacts: high heels life hack!	https://www.youtube.com/watch?v=KNTmHg7Jblg	FootDocDana	if you have heels that are just a little bit too tight you can make them slightly bigger with this trick wear several pairs of socks heat them up with a blow dryer and then keep them on till it cools down	Success
Doctor reacts: genius splinter life hack!	https://www.youtube.com/watch?v=LWBkIntEqd0	FootDocDana	you guys got to see this this mom came up with a genius hack for how to remove a splinter painfree so what you do is you grab one of those syringes and then cut off the tip be careful that there no sharp edges and then you use it like a suction you put it where the Splinter is so look carefully at the Splinter and see where it and you put the tip right on that and you suck it out wow awesome work	Success
WhatÂs on her finger?!	https://www.youtube.com/watch?v=iCWVe4zhokM	FootDocDana	this is an acquired digital fibro keratoma and it can happen on the fingers or the toes after a trauma although this is benign it important you get any new skin lesions checked out by a doctor	Success
Why THIS might be causing ingrown toenails @zackdfilms	https://www.youtube.com/watch?v=jamves83LBc	FootDocDana	some people cut the sides of their toenail to avoid them becoming ingrown but this can actually make them worse let me explain so when you cut a curved Edge to the nails like that it actually creates a curved path for the nail to grow making them grow into the skin until it causing pain you do not want this instead cut straight across	Success
Why THIS could be a sign of heart failure	https://www.youtube.com/watch?v=qo7hD-8oDl0	FootDocDana	if you see this in your nails you need to see a doctor immediately this is quinky sign it can be seen when you press lightly on your fingernail or toenail and see these pulsating capillaries in the nail bed it of aortic insufficiency in this condition the aortic valve of the heart doesn is supposed to be pushed to the rest of the body it of the blood comes back into the heart this can lead to heart failure or even sudden cardiac death this is an example of how a subtle finding can mean a big problem	Success
Doctor reacts: parasites on your feet?!	https://www.youtube.com/watch?v=6DRpMmSgMU4	FootDocDana	so I blocked All My Ex decided to do another parasite cleanse so this time I got apple cider vinegar clay and epsom salt I was missing the B sounds like a nice foot so just as well so I laid in there put my feet in there in the hot water and I lie that is a parasite guys this works that white thing another parasite my feet got pale but also they have red dots all over them which I don understand that disgusting that came out of me like insane and then okay that those are hairs but then the white thing floating around I don this is another parasite like I display guys it have parasites but if you do it going to come out in a foot so but this was insane I	Success
Why THIS could save your back	https://www.youtube.com/watch?v=UoS__Q5UYIg	FootDocDana	this model shows your body when you picking up heavy objects not only do you want to lift with your legs instead of your back but you also want to keep the object close to you so that you putting strain on that lower back there	Success
Things you see at Wal Mart ??	https://www.youtube.com/watch?v=dgkyy5_Q6Ao	FootDocDana	the caption here is things you see at Walmart all right let on guys don public just saying I though wearing an open back heel can predispose you to some pretty serious heel calluses this is a more extreme version but it shows you exactly where calluses can build up if you don protection at the back of your heel	Success
Doctor reacts: airport shoes	https://www.youtube.com/watch?v=A7CglrkYaAA	FootDocDana	let in today	Success
Doctor reacts: concrete pedicure?!	https://www.youtube.com/watch?v=bSvm6dBlN7Y	FootDocDana	okay he to sh like this to Make Me Lose My Faith in humanity yall just going to sit there and watch that Manas itself in broad daylight how you get your feet like that in the first place you must have walked with my grandparents to school in the rain and the snow with no shoes on	Success
Doctor reacts: 100 liters of energy drink?!	https://www.youtube.com/watch?v=mdEanH7ug74	FootDocDana	okay looks like he with Monster energy drinks and is going to try to drink the whole thing okay let each Monster drink has about 160 mg of caffeine now in medicine there something called ld50 which is the dose of a medication or a substance where it becomes lethal for 50% of the population now the ld50 for caffeine is 68 mg per pound so if we assume this guy is around 150 lb that means that 64 cans of monster has a 50/50 chance of unal living him and this tank about 100 L would fit about 216 O monster drinks so even though the caffeine has a halflife of 5 hours there cans of monster over 10 hours would probably kill you fake	Success
Foot doctor reacts: barefoot in disguise?	https://www.youtube.com/watch?v=eJa8apMRaZI	FootDocDana	my husband and I have removed the bottoms of all of our shoes we decided to start walking barefoot and one of our followers had a great idea since some businesses don completely Barefoot if we cut off the bottom of our shoes it allow us to be barefoot but blend in with everyone else why would you do this oh so after we cut the bottoms off we decided to try it out so we went to our favorite store Sephora experience was absolutely perfect the workers came up to us they do you see that the toes were poking out from under the shoes there is no way this is working guys I once and I an important purpose they provide support and stability for your feet but even at a more basic level they protect you from your environment I can you how many times people have come to me with a foreign body in their foot Like A Shard of glass because they were walking around Barefoot somewhere they shouldn unclean surface can expose you to fungus viruses that cause things like warts and a bunch of bacteria I just wouldn recommend it	Success
Doctor reacts: cupping gone WRONG ??	https://www.youtube.com/watch?v=rGpWxEH_l0s	FootDocDana	[Music] cupping is a type of traditional medicine that supposedly helps with healing by using a vacuuming effect to bring blood flow to an area it harmless but one of the main risks is burns from the glass or in this case from getting flammable liquids filled on you	Success
Doctor reacts to toe BBL surgery	https://www.youtube.com/watch?v=TE47pNc6_Sw	FootDocDana	come with me to get a toe BBL so this is the before these are my generational Toes by generational I mean I can do about them because they passed on to me for Generations inspection time she took a good look at it she said acrylic toe on the big one FL reconstruction on all of them I would love to see an x-ray of these feet to see if there in those big toes or if it soft tissue from this angle it also looks like she has a short first metat tar and this would be genetic cuz she said her grandma has the same things trust the process can you guess the color this woman is brave for not wearing any gloves best believe she got herself a $50 tip this is the toe reveal so a surprising number of my patients have told me that they go to a nail salon to get acrylic toenails	Success
Removing the hidden ingrown	https://www.youtube.com/watch?v=yTYa7tVI58U	FootDocDana	okay today you guys tagged me in a super unique ingrown toenail so it looks like this person cut off the visible portion but there still a huge Spike right underneath the skin there the medical term for ingrown nail is ano cryptosis and since a lot of you guys asked yeah it genetic so [Music] satisfying and they cleaning it up some more I can here wow nice	Success
How to REALLY prepare for knee surgery	https://www.youtube.com/watch?v=DmYBhP1on9U	FootDocDana	[Music] point of view you [Music] surgery okay she this side not this knee I mean this is so funny but seriously doing surgery on the wrong side of the body is called a never event which is a medical error that is so egregious it should never happen so for example whenever I patient I always confirm with them in the preop area which foot we and then I Mark that foot kind of like how she we Mark the foot and also do multiple timeouts to double and triple check that we are doing the correct side not the right side but the correct side	Success
The forbidden airport shoes	https://www.youtube.com/watch?v=v0Zyt_uSk1k	FootDocDana	walk aile in someone tagged me in this video and I initially thought this person made the shoe themselves and they were just set on getting a sprained ankle but then I looked deeper in the comments and I found out there shoes traditional Japanese sandals they platform about 4 to 5 cm off the ground from what I understand these were made to help keep the foot dry and clean in muddy and wet conditions some people even claim that they inspired modern high heel so these may just be the OG lub Vuittons who knew	Success
Doctor reacts to crushed feet!	https://www.youtube.com/watch?v=a5U3RfIy8vU	FootDocDana	[Music] okay an elephant oh that is so [Music] scary okay he was gentle with the person fruit that elephant was so gentle I still wouldn do this though I feed after Crush injuries and trust me you do not want to even put yourself in that position	Success
Doctor reacts: broken foot dance	https://www.youtube.com/watch?v=y3HkQ9l5bJk	FootDocDana	inversion ankle sprains are a common injury this happens when the foot twists Inward and the ligaments on the outside of your ankle stretch or may even break watch this girl oh yeah	Success
WhatÂs wrong with these nails?!	https://www.youtube.com/watch?v=4b5bFPdrRHg	FootDocDana	[Music] and this video had thousands of comments of people telling her that she has something called clubbed nails but does she really and what would that even mean first of all clued fingers or toes is when there nail bed the nail is curved downward and shaped like a spoon clued fingers are usually a sign that something is seriously wrong with the heart or the lungs but just cuz someone round doesn there is a way to actually test for clubbed fingers and it Roth window test hold your fingers together like this and having a gap right there is normal and the lack of it means clubbed fingers so when I look closely at her video and I look at her nail from the side to me it looks like she does not have clubbed fingers she just has a wide nail bed	Success
Doctor reacts: foot callus art?	https://www.youtube.com/watch?v=N59xHRhGm-k	FootDocDana	today we have another creative callous shaving and by creative I mean dangerous and unhygienic they it it is thicker than it looks and sometimes calluses like these can tell you about how your foot moves when you walk so for example this is called a h pinch callus because it forms from the foot rolling inward as you walking so the skin on the inner side the medial side of the big toe gets pinched from rubbing against the inside of your shoe causing this callous to form you shouldn though so for example sometimes people with big toe arthritis get a callus right there don	Success
Doctor reacts: hands free origami?	https://www.youtube.com/watch?v=ZKU6R7QtmEA	FootDocDana	wow so in this video a surgeon practices making an origami crane with laparoscopic clamps that are used in surgery I this because even making origami cranes with your hands is challenging so getting to the point where you can do this is impossible for most people you can tell by the quick and easy movement that this person has been doing this for years so these clamps are Precision Instruments designed to assist Maneuvers during surgical procedures so during surgery you are the origami wow medical technology has come a long way in the past few years just imagine what	Success
Doctor reacts to a layered toenail	https://www.youtube.com/watch?v=1eLp1pz49s8	FootDocDana	[Music] let in today okay this is quite a Unique Nail shape it kind of reminds me of an armadillo or a rly Foley or the back of a lopster tail my best guess would be that this person has had nail fungus a long time and the nail fungus made that unique thick scalloped shape so the only way to really treat this is to cut it [Music] back unfortunately for some people I can tell what color their pet is just by the hair that gets trapped underneath their nails wow it now wow	Success
