Title	Link	Creator	Transcript	Status
IÂm in the hospital	https://www.youtube.com/watch?v=wPPdmCVtx1M	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=wPPdmCVtx1M! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Do doctors know everything?	https://www.youtube.com/watch?v=g8iJ7oXJyx4	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=g8iJ7oXJyx4! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
When the doctor is gen Z	https://www.youtube.com/watch?v=9HzQvrYvLsc	FootDocDana	lonely [Music] come on [Music]	Success
What motivated me to be a doctor	https://www.youtube.com/watch?v=QZL0g-M4A0M	FootDocDana	foreign [Music]	Success
Rookie mistake	https://www.youtube.com/watch?v=9eQb50hCrYs	FootDocDana	thank you thank you	Success
Looks like IÂm on GreyÂs Anatomy?!	https://www.youtube.com/watch?v=ftJtrqtIVT0	FootDocDana	damn your girl so fine but her breath is like whoa she say she wanna dance but she don oh looking like a star whoa her name is Jenny oh don	Success
Peanut allergies in a nutshell ??	https://www.youtube.com/watch?v=t8198ff9WaQ	FootDocDana	pass pass smash [Music]	Success
The study hack that made me a doctor	https://www.youtube.com/watch?v=WzjtQfGafs0	FootDocDana	promiscuous my style is ridiculous [Music]	Success
What I really wear #doctor	https://www.youtube.com/watch?v=-pDNPNcCijY	FootDocDana	and why aren [Music]	Success
I cheated.	https://www.youtube.com/watch?v=myoa97RPUoE	FootDocDana	spitting it out you letting the skies outside we running the scouts [Music] outside lock up the house	Success
The intrusive thoughts wonÂ	https://www.youtube.com/watch?v=mcAigwvLTE8	FootDocDana	all eyes on me horrified looks from everyone in the room	Success
GenZ as doctors (with @barrettplasticsurgery)	https://www.youtube.com/watch?v=ungmKCNHn-8	FootDocDana	[Music] every time loving me probably not bro she finna not make it that my cat probably	Success
My problem with @barrettplasticsurgery	https://www.youtube.com/watch?v=OeRrT2pHOkE	FootDocDana	I really off about all these plastic surgeons filming in their office like why would you	Success
When do doctors pee??? (with @DoctorMyro)	https://www.youtube.com/watch?v=-WNivqsxXL8	FootDocDana	what if you have to pee and you operating you don just hold it I just take a break	Success
MY MOST VIRAL VIDEO: Doctor on a plane	https://www.youtube.com/watch?v=c_Kb3h5ucVk	FootDocDana	[Music] attention is there a doctor on the plane there is a passenger in need of assistance [Music] is there a	Success
Being a doctor is weird because:	https://www.youtube.com/watch?v=vDDgROX1Es4	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vDDgROX1Es4! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Am I a #rich doctor? (Exposed!??)	https://www.youtube.com/watch?v=_u01EOXU0xY	FootDocDana	[Music] perfect time [Music]	Success
When youÂre late for work	https://www.youtube.com/watch?v=EvrLgukq-iA	FootDocDana	oh sorry I my way in oh no is your car okay my car	Success
Doctors after Zoom University be like	https://www.youtube.com/watch?v=ncqYsVggVFo	FootDocDana	foreign [Music]	Success
How I became a 25 year old doctor	https://www.youtube.com/watch?v=6SLnZyB157U	FootDocDana		Error: Unexpected error: No en transcript found for video 6SLnZyB157U
When the doctor is gen Z	https://www.youtube.com/watch?v=E8IQNepgIK0	FootDocDana	lonely [Music] come on [Music]	Success
Doctor reacts: man flu?	https://www.youtube.com/watch?v=Y_VcPX4Sqzg	FootDocDana	oh that nothing I was just cutting vegetables and accidentally cut off my ring finger you need to go to the hospital no uh but if you could bring me like two paper towels and a roll of electrical tape that would be great why would you help me I why are you so mean to me	Success
Things in my office that just make sense #doctor	https://www.youtube.com/watch?v=yQVDHfVao9A	FootDocDana	[Music] pick me up [Music]	Success
These patients scare me	https://www.youtube.com/watch?v=QLIcD1V0qR8	FootDocDana	[Music] foreign [Music] don verse let me top it pick a flow when he flow I	Success
What motivated me to be a doctor	https://www.youtube.com/watch?v=tQ2R5ImwYG4	FootDocDana	foreign [Music]	Success
Outsmarting the surgeon	https://www.youtube.com/watch?v=kr5axDWypmY	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=kr5axDWypmY! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What REALLY happens when you go #viral	https://www.youtube.com/watch?v=_hSwOXCcqNM	FootDocDana	ah what am i getting so worked up about i ugly mess will be a funny memory a top story tonight giant oyster has its feelings hurt	Success
Forbidden butter	https://www.youtube.com/watch?v=a2yIXWItxu4	FootDocDana	this condition happens when a huge amount of foot fungus just	Success
How her surgery day was picked	https://www.youtube.com/watch?v=J5kXL5rfQy0	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=J5kXL5rfQy0! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
When I actually remember to drink water	https://www.youtube.com/watch?v=pPmQFQHxyeE	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=pPmQFQHxyeE! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I'm in the #hospital	https://www.youtube.com/watch?v=7Ucgqk85Ll8	FootDocDana	[Music] yes	Success
Surgeon vs anesthesia (@DoctorMyro)	https://www.youtube.com/watch?v=KVqK5BUpuKQ	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=KVqK5BUpuKQ! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The WORST type of doctor (@DoctorMyro)	https://www.youtube.com/watch?v=_q0y0R6ksxg	FootDocDana	as an anesthesiologist a few medical specialties i would not go into number one podiatry generally speaking ah	Success
I outsmarted my parents	https://www.youtube.com/watch?v=dw0dCp1VO0w	FootDocDana	she talking and she ain keep calling me crying dance how you killed this i understood the assignment	Success
What I REALLY want to wear #doctor	https://www.youtube.com/watch?v=8AsekfS0vfg	FootDocDana	freddy you vanessa i	Success
Doctor reacts to surgeon rant	https://www.youtube.com/watch?v=h1EqtYD5D3A	FootDocDana	you know what blows my mind the fact that surgeons wake up just like you and me similar case yeah they go and have brekkie whatever they hop in the car they turn on smooth fm they along everybody wants to rule and they going driving on their every way to work and then when they get there they start slicing human beings open carefully ripping flesh apart i wouldn they through that bone yeah and then they stitch the flesh back together carefully they clock off for the day they go home and i says to them when they get there how was your day honey and then they must answer same old same old nothing new nothing interesting and then my question is are there surgeons out there that wake up in the morning just like i do and go i really don those days another body to slice	Success
Doctor reacts to brutal medical joke	https://www.youtube.com/watch?v=Aak8hshGDo0	FootDocDana	an apple a day keeps the doctor away but what if you are a doctor	Success
Day 1 of being a doctor	https://www.youtube.com/watch?v=EszIf48FYC0	FootDocDana	do you want to form an alliance with me absolutely I do good good excellent	Success
Her first day as a doctor	https://www.youtube.com/watch?v=j_WGcyJ4aZw	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=j_WGcyJ4aZw! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
When Google is the doctor	https://www.youtube.com/watch?v=FCoWWkzOfKw	FootDocDana	sit down and we will call you when a doctor is free but i how are you dying i size of a macadamia nut and according to the internet i get me a [\\xa0__\\xa0] doctor oh the internet that gone to see i told you i tried to tell him but he honestly never listens to me oh the internet is full of the garbage opinions of unqualified idiots do not trust anything you believe me i told him searching on google will lead to nothing but problems google we need to get you a doctor right now what what you should have told me it was google of course i searched on google where the [\\xa0__\\xa0] else am i going to search you could have searched on bing bing nobody uses being	Success
Doctor on a plane	https://www.youtube.com/watch?v=lOOn-vV8_fk	FootDocDana	[Music] attention is there a doctor on the plane there is a passenger in need of assistance [Music] attention is there a different doctor on the plane	Success
How #doctors walk through the hospital	https://www.youtube.com/watch?v=taw4ZgKIc-Y	FootDocDana	let me get this place	Success
POV: breaking up with a doctor	https://www.youtube.com/watch?v=focevqA13Z8	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=focevqA13Z8! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor reacts: faking a doctors note	https://www.youtube.com/watch?v=TvPzurWZzmA	FootDocDana	[Music] [Applause] [Music] we did it we did it	Success
The moment I knew I was addicted	https://www.youtube.com/watch?v=Mz92rKG83oU	FootDocDana		Error: Unexpected error: No en transcript found for video Mz92rKG83oU
Doctor reacts: topless shoes	https://www.youtube.com/watch?v=I6cNEUYTSFs	FootDocDana	all right when you try topless shoes i them out together i on your foot	Success
Why I got in trouble at the airport #surgeon	https://www.youtube.com/watch?v=vG0hE5H4qw0	FootDocDana	say it don say it don say it don say it don say it don say it don say it don say it don should we get a bag	Success
Steps to becoming a #doctor	https://www.youtube.com/watch?v=e05HCb7sYP0	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=e05HCb7sYP0! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
When patients are too honest	https://www.youtube.com/watch?v=91Jv3nWdaO4	FootDocDana	i cigarettes i i steal i got pam	Success
When the #doctor is too young	https://www.youtube.com/watch?v=TlzlWH8MZ0w	FootDocDana	[Music] a child no	Success
My perfect partner?	https://www.youtube.com/watch?v=P3VPnLF3o20	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=P3VPnLF3o20! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor reacts: Vaginal cream on toenails?	https://www.youtube.com/watch?v=pm2iDiL40ao	FootDocDana	i know this sounds creepy but it really works vaginal cream for toenail fungus	Success
When people donÂt know IÂm the surgeon ???????	https://www.youtube.com/watch?v=rL2W4IpZxQo	FootDocDana	i actually did it myself yeah nice	Success
What #doctors REALLY want to wear ??	https://www.youtube.com/watch?v=K2QzE2ijAhY	FootDocDana	i like it but not a lot i don	Success
Why IÂm interested in plastic surgery	https://www.youtube.com/watch?v=aJ2t1Sczd_g	FootDocDana	i meeting in san diego california what doc dana what are you doing here trying to find a husband	Success
Plastic surgeon caught in the act	https://www.youtube.com/watch?v=M9a7f_Hbs7E	FootDocDana	these are implants but for what body part i [Music] what are you looking at nothing	Success
What patients think about YouTube #shorts	https://www.youtube.com/watch?v=2OzueazXulk	FootDocDana	[Music] that [Music]	Success
My biggest regret	https://www.youtube.com/watch?v=EJMyTrzEUSM	FootDocDana	is [Music]	Success
I cheated.	https://www.youtube.com/watch?v=dp9cLY2Uppo	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=dp9cLY2Uppo! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The question IÂm never asked	https://www.youtube.com/watch?v=k10BatM8nW8	FootDocDana	it never what did research do to you it never how	Success
Why doctors ALWAYS need 2 x-rays	https://www.youtube.com/watch?v=nlahKVH2ivQ	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=nlahKVH2ivQ! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Why I became a #doctor	https://www.youtube.com/watch?v=d6P_yOWWps4	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=d6P_yOWWps4! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Showing up to work in new scrubs be like	https://www.youtube.com/watch?v=j-zxo_7ZTHw	FootDocDana	always ask me what I got on they be like hey Brandon what you got on don about it don sweetheart don	Success
The emergency department after the Oscars	https://www.youtube.com/watch?v=P4tk3Uo84Ak	FootDocDana	dang what happened to him probably fell off a ladder maybe he got hit by a car or a bus or will smith	Success
How did I end up here?	https://www.youtube.com/watch?v=mBBqIceQrjw	FootDocDana	y [Music] i don	Success
My problem with @TheMedLife	https://www.youtube.com/watch?v=Fh7O_R4JS3o	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Fh7O_R4JS3o! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
That escalated quickly	https://www.youtube.com/watch?v=JgjWGW2Fj00	FootDocDana	full metal alchemist full metal alchemist	Success
Apologizing for my last video	https://www.youtube.com/watch?v=IPQrJlRbdLA	FootDocDana	thank you for your comment i get comments like this surprisingly often and i wanted to take a moment to address them i appreciate the concern this person and so many others have for the well-being of my suture pad it gloves for the safety of my suture pad i will keep this in mind in the future so that my suture pad does not get infection thank you	Success
I shouldÂve used a trigger warning?	https://www.youtube.com/watch?v=xPTFBpUIlVY	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=xPTFBpUIlVY! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
A doctorÂs worst fear	https://www.youtube.com/watch?v=5SCbHwg94dA	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=5SCbHwg94dA! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Awkward surgery moments #shorts	https://www.youtube.com/watch?v=UtjV_1tdqU4	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=UtjV_1tdqU4! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
How to get rich #shorts	https://www.youtube.com/watch?v=MYcmTL_C82w	FootDocDana	that ever had in my entire life that worst idea you ever had in your entire life	Success
Why I regret becoming a doctor	https://www.youtube.com/watch?v=xiRISHB4p4I	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=xiRISHB4p4I! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
That person obsessed with Greys Anatomy #shorts	https://www.youtube.com/watch?v=n-xUnGcWFyE	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=n-xUnGcWFyE! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The laziest med students	https://www.youtube.com/watch?v=tzbW2jWtipc	FootDocDana	foreign [Music]	Success
My parents betrayed me	https://www.youtube.com/watch?v=3w-5nYxt72g	FootDocDana	[Music] how could you do this to me [Music] question mark	Success
SurgeonÂs worst enemy #shorts	https://www.youtube.com/watch?v=KnOl9f9Qdd0	FootDocDana	i wouldn unless of course we enemy when a paltrow	Success
What happens when you cut out caffeine #shorts	https://www.youtube.com/watch?v=FA5kK7iPmms	FootDocDana	well let me get this straight you think that killing those guys is funny i do and i	Success
When coworkers find your social media	https://www.youtube.com/watch?v=RoRwzwSeuzA	FootDocDana		Error: Unexpected error: No en transcript found for video RoRwzwSeuzA
How to scare a doctor #shorts	https://www.youtube.com/watch?v=-54KgHQS9ws	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=-54KgHQS9ws! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Where doctors sleep in the hospital #shorts	https://www.youtube.com/watch?v=xEAYSSj9YkY	FootDocDana	ever wonder what a hospital call room looks like it grey very thin hospital bling you got your computer and tv which is random boxes of stuff phone water bottle and ultrasound gel because why not	Success
Things people ask me as a #doctor on YouTube	https://www.youtube.com/watch?v=y46RYE4b-GY	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=y46RYE4b-GY! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Reported to my medical board #doctor	https://www.youtube.com/watch?v=XZ8NWJxeWww	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=XZ8NWJxeWww! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Worst doctor ever? #shorts	https://www.youtube.com/watch?v=e73uvt45E-A	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=e73uvt45E-A! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor secrets	https://www.youtube.com/watch?v=sYI2WMBgNss	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=sYI2WMBgNss! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
How NOT to react in an airplane emergency	https://www.youtube.com/watch?v=Q8saLowP2QM	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Q8saLowP2QM! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doctor reacts: born with an extra toe	https://www.youtube.com/watch?v=4oACNcCS0HM	FootDocDana	[Music] one two three four five this person has an extra toe the medical term for this is polydactyly never mind	Success
What I REALLY want to wear #doctor	https://www.youtube.com/watch?v=v7T4dDABSeU	FootDocDana	freddy you vanessa i	Success
How her #surgery day was picked	https://www.youtube.com/watch?v=wnwzM3We8E8	FootDocDana		Error: Unexpected error: No en transcript found for video wnwzM3We8E8
Doctor reacts: Why do doctors never get sick?	https://www.youtube.com/watch?v=WZ9KtwfskFM	FootDocDana	a burning question for all the doctors out there how do you guys never get sick i just don before the panorama right you guys are seeing patients all day long that are sick like you got a little timmy walking in with the 302 fever coughing all over you and you just wash your hands and like oh it get its ass kicked i don popping flintstone gummies in the bathroom before each patient like think about this when have you ever called the doctor sick i never ne please let me know	Success
DonÂt make this mistake at the doctor's office	https://www.youtube.com/watch?v=1IyEJZin86Q	FootDocDana		"Error: Could not retrieve transcript: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=1IyEJZin86Q! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
